shipment_id,shipment_date,warehouse_id,customer_id,planned_transit_days,actual_transit_days,delivery_status,shipment_value_inr,freight_revenue_inr,operational_cost_inr,profit_inr,profit_margin_pct,on_time_flag,delivery_date,warehouse_name,warehouse_region,state,customer_name,customer_segment,customer_region
4705,2026-06-10,2,22,2.4,2.4,Delivered,2283.4,466.73,261.17,205.56,44.04,1,2026-06-12,Bengaluru Hub,South,Karnataka,Customer_022,Retail,South
4706,2025-11-04,4,110,3.8,3.8,Delivered,1582.37,261.85,180.02,81.83,31.25,1,2025-11-07,Mumbai Hub,West,Maharashtra,Customer_110,Retail,South
4707,2026-04-13,3,71,3.3,3.3,Delivered,1721.94,620.79,418.25,202.54,32.63,1,2026-04-16,Chennai Hub,South,Tamil Nadu,Customer_071,Wholesale,North
4708,2026-03-11,1,33,2.7,2.7,Delivered,1938.07,160.22,124.04,36.18,22.58,1,2026-03-13,Hyderabad Hub,South,Telangana,Customer_033,Retail,East
4709,2026-01-29,7,127,2.5,2.5,Delivered,622.43,465.16,339.86,125.3,26.94,1,2026-01-31,Kolkata Hub,East,West Bengal,Customer_127,Wholesale,North
4710,2026-03-07,6,109,2.6,2.6,Delivered,2360.33,1114.41,746.54,367.87,33.01,1,2026-03-09,Pune Hub,West,Maharashtra,Customer_109,Retail,West
4711,2025-09-22,5,100,3.2,3.2,Delivered,975.7,336.96,204.54,132.42,39.3,1,2025-09-25,Delhi Hub,North,Delhi,Customer_100,Retail,East
4712,2025-07-13,3,44,4.7,4.7,Delivered,2164.15,397.92,289.93,107.99,27.14,1,2025-07-17,Chennai Hub,South,Tamil Nadu,Customer_044,Enterprise,West
4713,2025-08-14,7,7,3.4,3.4,Delivered,442.42,415.27,258.19,157.08,37.83,1,2025-08-17,Kolkata Hub,East,West Bengal,Customer_007,Retail,North
4714,2025-11-04,4,128,2.8,2.8,Delivered,446.95,926.47,591.3,335.17,36.18,1,2025-11-06,Mumbai Hub,West,Maharashtra,Customer_128,Enterprise,West
4715,2025-10-22,3,91,2.7,7.4,Delayed,688.22,696.45,579.19,117.26,16.84,0,2025-10-29,Chennai Hub,South,Tamil Nadu,Customer_091,Retail,East
4716,2026-04-02,5,130,5.1,9.2,Delayed,1090.48,229.44,171.57,57.87,25.22,0,2026-04-11,Delhi Hub,North,Delhi,Customer_130,E-commerce,North
4717,2026-01-21,7,17,4.1,4.1,Delivered,725.19,584.69,364.97,219.72,37.58,1,2026-01-25,Kolkata Hub,East,West Bengal,Customer_017,Retail,South
4718,2026-06-02,6,65,4.3,4.3,Delivered,3191.47,1162.22,767.7,394.52,33.95,1,2026-06-06,Pune Hub,West,Maharashtra,Customer_065,Retail,North
4719,2026-03-30,8,110,4.0,4.0,Delivered,3086.38,1051.95,753.06,298.89,28.41,1,2026-04-03,Ahmedabad Hub,West,Gujarat,Customer_110,Retail,South
4720,2025-08-27,1,30,3.1,3.1,Delivered,1685.92,405.05,318.15,86.9,21.45,1,2025-08-30,Hyderabad Hub,South,Telangana,Customer_030,Retail,South
4721,2026-05-24,5,92,4.5,4.5,Delivered,4004.68,422.43,248.04,174.39,41.28,1,2026-05-28,Delhi Hub,North,Delhi,Customer_092,Wholesale,East
4722,2026-02-04,7,75,1.6,1.6,Delivered,1509.9,1058.65,649.1,409.55,38.69,1,2026-02-05,Kolkata Hub,East,West Bengal,Customer_075,Wholesale,South
4723,2025-10-17,6,105,4.9,9.1,Delayed,679.25,544.61,512.22,32.39,5.95,0,2025-10-26,Pune Hub,West,Maharashtra,Customer_105,Enterprise,South
4724,2026-04-05,4,31,4.0,4.0,Delivered,1290.6,239.59,168.74,70.85,29.57,1,2026-04-09,Mumbai Hub,West,Maharashtra,Customer_031,E-commerce,South
4725,2025-12-21,5,97,3.7,3.7,Delivered,961.1,651.73,360.02,291.71,44.76,1,2025-12-24,Delhi Hub,North,Delhi,Customer_097,E-commerce,West
4726,2026-05-24,8,51,2.4,2.4,Delivered,4305.51,1269.1,981.85,287.25,22.63,1,2026-05-26,Ahmedabad Hub,West,Gujarat,Customer_051,Enterprise,West
4727,2026-03-21,3,58,4.2,4.2,Delivered,2116.76,826.28,512.73,313.55,37.95,1,2026-03-25,Chennai Hub,South,Tamil Nadu,Customer_058,Retail,North
4728,2026-05-11,2,34,4.5,7.9,Delayed,3566.94,669.13,535.62,133.51,19.95,0,2026-05-18,Bengaluru Hub,South,Karnataka,Customer_034,Enterprise,East
4729,2025-10-19,3,21,2.4,2.4,Delivered,678.22,621.5,398.88,222.62,35.82,1,2025-10-21,Chennai Hub,South,Tamil Nadu,Customer_021,E-commerce,North
4730,2026-01-03,4,37,2.5,6.3,Delayed,1228.33,1115.94,778.87,337.07,30.21,0,2026-01-09,Mumbai Hub,West,Maharashtra,Customer_037,Retail,North
4731,2026-03-26,7,64,2.1,2.1,Delivered,713.58,818.29,573.21,245.08,29.95,1,2026-03-28,Kolkata Hub,East,West Bengal,Customer_064,E-commerce,South
4732,2026-02-14,8,147,3.8,3.8,Delivered,4329.27,317.59,191.74,125.85,39.63,1,2026-02-17,Ahmedabad Hub,West,Gujarat,Customer_147,E-commerce,North
4733,2025-12-03,1,124,3.1,3.1,Delivered,1191.93,241.78,146.76,95.02,39.3,1,2025-12-06,Hyderabad Hub,South,Telangana,Customer_124,Retail,East
4734,2026-01-05,5,101,5.5,5.5,Delivered,210.8,929.06,697.42,231.64,24.93,1,2026-01-10,Delhi Hub,North,Delhi,Customer_101,Retail,South
4735,2026-03-29,7,119,1.5,1.5,Delivered,4492.16,273.26,194.23,79.03,28.92,1,2026-03-30,Kolkata Hub,East,West Bengal,Customer_119,Enterprise,West
4736,2025-07-02,1,85,2.2,2.2,Delivered,1418.26,257.75,200.94,56.81,22.04,1,2025-07-04,Hyderabad Hub,South,Telangana,Customer_085,Retail,South
4737,2026-03-03,4,78,3.2,3.2,Delivered,536.14,593.65,391.51,202.14,34.05,1,2026-03-06,Mumbai Hub,West,Maharashtra,Customer_078,Retail,West
4738,2026-01-26,5,104,3.9,3.9,Delivered,1759.25,1651.94,1117.13,534.81,32.37,1,2026-01-29,Delhi Hub,North,Delhi,Customer_104,E-commerce,South
4739,2026-04-12,6,72,3.9,3.9,Delivered,1507.3,331.6,188.13,143.47,43.27,1,2026-04-15,Pune Hub,West,Maharashtra,Customer_072,Retail,West
4740,2026-06-24,6,103,3.3,3.3,Delivered,3357.92,756.7,484.25,272.45,36.01,1,2026-06-27,Pune Hub,West,Maharashtra,Customer_103,Retail,East
4741,2025-07-13,7,77,3.6,3.6,Delivered,5142.77,753.72,423.73,329.99,43.78,1,2025-07-16,Kolkata Hub,East,West Bengal,Customer_077,Wholesale,East
4742,2025-10-04,3,110,3.3,3.3,Delivered,3434.98,873.99,557.19,316.8,36.25,1,2025-10-07,Chennai Hub,South,Tamil Nadu,Customer_110,Retail,South
4743,2026-02-06,7,19,4.4,4.4,Delivered,791.74,1391.13,907.27,483.86,34.78,1,2026-02-10,Kolkata Hub,East,West Bengal,Customer_019,E-commerce,South
4744,2026-02-23,3,130,2.6,2.6,Delivered,1079.13,357.37,212.01,145.36,40.67,1,2026-02-25,Chennai Hub,South,Tamil Nadu,Customer_130,E-commerce,North
4745,2025-10-02,8,134,2.7,2.7,Delivered,780.57,743.37,567.76,175.61,23.62,1,2025-10-04,Ahmedabad Hub,West,Gujarat,Customer_134,Retail,South
4746,2026-06-03,4,133,4.0,7.2,Delayed,3824.25,360.31,266.01,94.3,26.17,0,2026-06-10,Mumbai Hub,West,Maharashtra,Customer_133,Retail,West
4747,2026-03-26,6,62,4.9,4.9,Delivered,2171.61,632.75,356.67,276.08,43.63,1,2026-03-30,Pune Hub,West,Maharashtra,Customer_062,Retail,North
4748,2025-12-18,8,103,2.5,2.5,Delivered,2077.21,1381.93,894.93,487.0,35.24,1,2025-12-20,Ahmedabad Hub,West,Gujarat,Customer_103,Retail,East
4749,2025-10-02,5,100,3.5,3.5,Delivered,570.24,322.98,221.89,101.09,31.3,1,2025-10-05,Delhi Hub,North,Delhi,Customer_100,Retail,East
4750,2025-11-26,6,52,2.8,6.9,Delayed,1855.81,1259.08,1007.17,251.91,20.01,0,2025-12-02,Pune Hub,West,Maharashtra,Customer_052,Wholesale,South
4751,2025-10-20,3,49,3.8,7.9,Delayed,2820.13,430.53,349.37,81.16,18.85,0,2025-10-27,Chennai Hub,South,Tamil Nadu,Customer_049,E-commerce,East
4752,2025-08-24,7,100,1.4,1.4,Delivered,1178.16,845.09,651.25,193.84,22.94,1,2025-08-25,Kolkata Hub,East,West Bengal,Customer_100,Retail,East
4753,2026-06-02,4,126,2.8,2.8,Delivered,339.56,54.92,30.61,24.31,44.26,1,2026-06-04,Mumbai Hub,West,Maharashtra,Customer_126,E-commerce,West
4754,2025-10-24,6,118,2.6,2.6,Delivered,486.9,558.55,417.41,141.14,25.27,1,2025-10-26,Pune Hub,West,Maharashtra,Customer_118,Retail,North
4755,2025-11-20,8,54,2.8,2.8,Delivered,4337.02,216.83,139.63,77.2,35.6,1,2025-11-22,Ahmedabad Hub,West,Gujarat,Customer_054,Enterprise,East
4756,2026-01-17,4,119,1.0,1.0,Delivered,4083.53,449.49,290.37,159.12,35.4,1,2026-01-18,Mumbai Hub,West,Maharashtra,Customer_119,Enterprise,West
4757,2025-12-27,8,133,5.4,5.4,Delivered,4796.46,957.56,667.95,289.61,30.24,1,2026-01-01,Ahmedabad Hub,West,Gujarat,Customer_133,Retail,West
4758,2026-01-18,6,137,1.0,2.6,Delayed,3320.26,494.13,397.81,96.32,19.49,0,2026-01-20,Pune Hub,West,Maharashtra,Customer_137,E-commerce,West
4759,2026-06-29,7,98,3.7,3.7,In Transit,992.41,367.95,212.09,155.86,42.36,,,Kolkata Hub,East,West Bengal,Customer_098,E-commerce,East
4760,2025-08-22,1,36,1.8,1.8,Delivered,3554.81,598.07,423.71,174.36,29.15,1,2025-08-23,Hyderabad Hub,South,Telangana,Customer_036,Wholesale,North
4761,2025-12-27,7,148,1.8,1.8,Delivered,1101.1,352.68,209.44,143.24,40.61,1,2025-12-28,Kolkata Hub,East,West Bengal,Customer_148,E-commerce,South
4762,2026-05-09,6,81,3.4,3.4,Delivered,1433.72,573.88,357.95,215.93,37.63,1,2026-05-12,Pune Hub,West,Maharashtra,Customer_081,Enterprise,North
4763,2026-05-04,3,85,4.0,4.0,Delivered,2473.23,947.76,635.84,311.92,32.91,1,2026-05-08,Chennai Hub,South,Tamil Nadu,Customer_085,Retail,South
4764,2025-11-14,7,83,2.0,2.0,Delivered,1363.34,507.73,363.96,143.77,28.32,1,2025-11-16,Kolkata Hub,East,West Bengal,Customer_083,Retail,West
4765,2025-12-29,5,63,2.0,5.7,Delayed,1005.1,529.44,441.11,88.33,16.68,0,2026-01-03,Delhi Hub,North,Delhi,Customer_063,Wholesale,North
4766,2025-07-01,3,67,1.8,1.8,Delivered,1500.45,721.55,526.57,194.98,27.02,1,2025-07-02,Chennai Hub,South,Tamil Nadu,Customer_067,Retail,South
4767,2025-08-13,3,3,3.4,3.4,Delivered,3312.77,1312.77,892.77,420.0,31.99,1,2025-08-16,Chennai Hub,South,Tamil Nadu,Customer_003,Wholesale,South
4768,2026-02-12,3,42,2.0,2.0,Delivered,1091.2,743.84,440.76,303.08,40.75,1,2026-02-14,Chennai Hub,South,Tamil Nadu,Customer_042,E-commerce,East
4769,2026-05-27,4,24,4.6,8.3,Delayed,1005.74,603.63,536.23,67.4,11.17,0,2026-06-04,Mumbai Hub,West,Maharashtra,Customer_024,E-commerce,South
4770,2025-10-06,2,44,1.9,3.6,Returned,1083.29,635.43,609.95,25.48,4.01,0,2025-10-09,Bengaluru Hub,South,Karnataka,Customer_044,Enterprise,West
4771,2026-01-24,2,129,3.8,3.8,Delivered,475.78,93.34,70.39,22.95,24.59,1,2026-01-27,Bengaluru Hub,South,Karnataka,Customer_129,Retail,North
4772,2026-03-22,1,115,4.9,6.6,Delayed,587.76,504.09,374.16,129.93,25.78,0,2026-03-28,Hyderabad Hub,South,Telangana,Customer_115,E-commerce,East
4773,2026-04-14,8,36,3.3,3.3,Delivered,746.77,232.62,154.65,77.97,33.52,1,2026-04-17,Ahmedabad Hub,West,Gujarat,Customer_036,Wholesale,North
4774,2026-03-28,8,38,1.2,1.2,Delivered,1196.81,1855.55,1463.27,392.28,21.14,1,2026-03-29,Ahmedabad Hub,West,Gujarat,Customer_038,Retail,West
4775,2025-11-17,3,82,3.6,3.6,Delivered,2174.31,1529.01,866.86,662.15,43.31,1,2025-11-20,Chennai Hub,South,Tamil Nadu,Customer_082,E-commerce,West
4776,2026-02-22,2,29,2.9,5.8,Returned,346.69,255.76,239.37,16.39,6.41,0,2026-02-27,Bengaluru Hub,South,Karnataka,Customer_029,E-commerce,East
4777,2025-09-10,1,41,3.2,6.1,Delayed,2449.9,302.18,207.57,94.61,31.31,0,2025-09-16,Hyderabad Hub,South,Telangana,Customer_041,Retail,South
4778,2025-12-02,4,88,4.9,4.9,Delivered,4321.58,737.34,419.43,317.91,43.12,1,2025-12-06,Mumbai Hub,West,Maharashtra,Customer_088,E-commerce,South
4779,2026-01-06,3,48,3.3,3.3,Delivered,807.39,282.94,175.73,107.21,37.89,1,2026-01-09,Chennai Hub,South,Tamil Nadu,Customer_048,E-commerce,East
4780,2026-03-25,5,114,3.8,3.8,Delivered,2071.5,428.38,260.18,168.2,39.26,1,2026-03-28,Delhi Hub,North,Delhi,Customer_114,Wholesale,West
4781,2026-05-17,4,22,2.5,2.5,Delivered,631.42,631.85,354.71,277.14,43.86,1,2026-05-19,Mumbai Hub,West,Maharashtra,Customer_022,Retail,South
4782,2025-10-15,1,99,2.9,2.9,Delivered,1541.37,506.61,386.67,119.94,23.68,1,2025-10-17,Hyderabad Hub,South,Telangana,Customer_099,Retail,East
4783,2026-02-17,4,17,4.4,5.8,Returned,1697.45,500.93,512.77,-11.84,-2.36,0,2026-02-22,Mumbai Hub,West,Maharashtra,Customer_017,Retail,South
4784,2025-08-11,5,86,3.3,3.3,Delivered,2776.11,301.11,216.86,84.25,27.98,1,2025-08-14,Delhi Hub,North,Delhi,Customer_086,Retail,North
4785,2026-01-06,8,133,3.5,3.5,Delivered,6579.07,405.68,301.05,104.63,25.79,1,2026-01-09,Ahmedabad Hub,West,Gujarat,Customer_133,Retail,West
4786,2025-11-16,4,61,4.3,4.3,Delivered,1344.6,367.89,208.46,159.43,43.34,1,2025-11-20,Mumbai Hub,West,Maharashtra,Customer_061,E-commerce,West
4787,2025-10-11,1,89,5.0,5.0,Delivered,1506.6,638.9,394.96,243.94,38.18,1,2025-10-16,Hyderabad Hub,South,Telangana,Customer_089,Enterprise,West
4788,2025-12-18,8,134,1.9,1.9,Delivered,1580.71,454.64,317.3,137.34,30.21,1,2025-12-19,Ahmedabad Hub,West,Gujarat,Customer_134,Retail,South
4789,2026-06-16,8,81,2.7,2.7,Delivered,1784.26,475.89,367.88,108.01,22.7,1,2026-06-18,Ahmedabad Hub,West,Gujarat,Customer_081,Enterprise,North
4790,2026-03-30,8,95,4.8,4.8,Delivered,1897.39,346.57,251.86,94.71,27.33,1,2026-04-03,Ahmedabad Hub,West,Gujarat,Customer_095,Wholesale,South
4791,2026-02-06,5,145,5.4,5.4,Delivered,1293.34,528.08,292.8,235.28,44.55,1,2026-02-11,Delhi Hub,North,Delhi,Customer_145,Retail,South
4792,2026-01-29,5,59,2.9,7.6,Delayed,5126.66,426.55,301.02,125.53,29.43,0,2026-02-05,Delhi Hub,North,Delhi,Customer_059,Retail,South
4793,2026-06-06,8,54,3.5,3.5,Delivered,1561.28,386.09,251.39,134.7,34.89,1,2026-06-09,Ahmedabad Hub,West,Gujarat,Customer_054,Enterprise,East
4794,2025-08-25,4,126,3.6,3.6,Delivered,905.55,746.18,526.4,219.78,29.45,1,2025-08-28,Mumbai Hub,West,Maharashtra,Customer_126,E-commerce,West
4795,2026-06-07,5,48,3.5,3.5,Delivered,1474.02,824.65,590.6,234.05,28.38,1,2026-06-10,Delhi Hub,North,Delhi,Customer_048,E-commerce,East
4796,2025-10-10,7,68,3.5,8.3,Delayed,1639.82,201.27,169.62,31.65,15.73,0,2025-10-18,Kolkata Hub,East,West Bengal,Customer_068,Wholesale,North
4797,2026-01-08,4,107,4.7,4.7,Delivered,1633.59,464.44,263.66,200.78,43.23,1,2026-01-12,Mumbai Hub,West,Maharashtra,Customer_107,E-commerce,East
4798,2026-05-06,3,78,1.2,1.2,Delivered,1719.77,630.34,466.11,164.23,26.05,1,2026-05-07,Chennai Hub,South,Tamil Nadu,Customer_078,Retail,West
4799,2026-01-16,5,77,2.5,2.5,Delivered,3304.61,904.21,648.79,255.42,28.25,1,2026-01-18,Delhi Hub,North,Delhi,Customer_077,Wholesale,East
4800,2026-02-18,4,27,3.9,3.9,Delivered,4959.91,1429.01,862.19,566.82,39.67,1,2026-02-21,Mumbai Hub,West,Maharashtra,Customer_027,Retail,North
4801,2026-02-12,3,88,2.7,2.7,Delivered,2238.23,371.96,250.73,121.23,32.59,1,2026-02-14,Chennai Hub,South,Tamil Nadu,Customer_088,E-commerce,South
4802,2025-11-16,5,72,3.5,3.5,Delivered,3520.03,970.88,596.16,374.72,38.6,1,2025-11-19,Delhi Hub,North,Delhi,Customer_072,Retail,West
4803,2026-06-09,3,47,4.4,4.4,Delivered,1719.69,481.17,347.23,133.94,27.84,1,2026-06-13,Chennai Hub,South,Tamil Nadu,Customer_047,Retail,North
4804,2026-05-01,6,103,5.0,5.0,Delivered,1732.75,263.83,159.35,104.48,39.6,1,2026-05-06,Pune Hub,West,Maharashtra,Customer_103,Retail,East
4805,2025-11-26,5,21,3.5,7.7,Delayed,1006.96,272.68,188.22,84.46,30.97,0,2025-12-03,Delhi Hub,North,Delhi,Customer_021,E-commerce,North
4806,2025-10-23,6,115,4.8,4.8,Delivered,3207.96,658.8,433.44,225.36,34.21,1,2025-10-27,Pune Hub,West,Maharashtra,Customer_115,E-commerce,East
4807,2025-09-01,1,57,3.4,3.4,Delivered,5330.28,343.86,192.82,151.04,43.92,1,2025-09-04,Hyderabad Hub,South,Telangana,Customer_057,Retail,South
4808,2025-10-12,1,105,2.9,2.9,Delivered,4169.84,352.7,197.8,154.9,43.92,1,2025-10-14,Hyderabad Hub,South,Telangana,Customer_105,Enterprise,South
4809,2026-06-04,4,95,1.5,1.5,Delivered,2473.56,1164.77,696.28,468.49,40.22,1,2026-06-05,Mumbai Hub,West,Maharashtra,Customer_095,Wholesale,South
4810,2026-06-24,2,110,2.1,2.1,Delivered,2011.55,426.91,311.76,115.15,26.97,1,2026-06-26,Bengaluru Hub,South,Karnataka,Customer_110,Retail,South
4811,2025-12-03,6,27,3.2,3.2,Delivered,2012.82,854.01,671.0,183.01,21.43,1,2025-12-06,Pune Hub,West,Maharashtra,Customer_027,Retail,North
4812,2026-03-30,6,128,3.2,5.3,Delayed,3675.18,488.14,418.31,69.83,14.31,0,2026-04-04,Pune Hub,West,Maharashtra,Customer_128,Enterprise,West
4813,2025-07-06,1,76,3.5,5.6,Returned,1389.48,287.69,252.71,34.98,12.16,0,2025-07-11,Hyderabad Hub,South,Telangana,Customer_076,Wholesale,South
4814,2025-11-24,6,35,5.2,5.2,Delivered,655.29,453.22,254.89,198.33,43.76,1,2025-11-29,Pune Hub,West,Maharashtra,Customer_035,Enterprise,South
4815,2025-12-31,2,98,4.0,4.0,Delivered,1551.75,310.23,231.92,78.31,25.24,1,2026-01-04,Bengaluru Hub,South,Karnataka,Customer_098,E-commerce,East
4816,2025-07-28,8,144,4.1,4.1,Delivered,737.87,1127.83,746.7,381.13,33.79,1,2025-08-01,Ahmedabad Hub,West,Gujarat,Customer_144,Retail,West
4817,2025-08-07,3,36,5.2,5.2,Delivered,1629.08,1103.09,739.72,363.37,32.94,1,2025-08-12,Chennai Hub,South,Tamil Nadu,Customer_036,Wholesale,North
4818,2025-10-27,3,66,2.8,2.8,Delivered,766.83,1236.21,927.99,308.22,24.93,1,2025-10-29,Chennai Hub,South,Tamil Nadu,Customer_066,E-commerce,South
4819,2026-04-19,2,56,2.6,2.6,Delivered,2619.36,809.08,468.56,340.52,42.09,1,2026-04-21,Bengaluru Hub,South,Karnataka,Customer_056,Enterprise,South
4820,2026-03-01,6,145,4.5,4.5,Delivered,1186.69,318.79,211.65,107.14,33.61,1,2026-03-05,Pune Hub,West,Maharashtra,Customer_145,Retail,South
4821,2025-09-06,6,148,3.7,3.7,Delivered,1159.87,589.81,403.92,185.89,31.52,1,2025-09-09,Pune Hub,West,Maharashtra,Customer_148,E-commerce,South
4822,2026-01-30,6,94,3.2,3.2,Delivered,2286.64,1080.88,760.25,320.63,29.66,1,2026-02-02,Pune Hub,West,Maharashtra,Customer_094,E-commerce,West
4823,2026-02-03,7,106,3.1,5.9,Delayed,822.62,573.24,512.32,60.92,10.63,0,2026-02-08,Kolkata Hub,East,West Bengal,Customer_106,Retail,West
4824,2025-12-24,4,84,3.0,3.0,Delivered,856.36,513.38,363.35,150.03,29.22,1,2025-12-27,Mumbai Hub,West,Maharashtra,Customer_084,Retail,West
4825,2026-04-25,5,136,3.1,3.1,Delivered,1553.26,194.35,148.08,46.27,23.81,1,2026-04-28,Delhi Hub,North,Delhi,Customer_136,Retail,South
4826,2025-12-11,2,146,3.2,3.2,Delivered,2967.72,403.47,320.96,82.51,20.45,1,2025-12-14,Bengaluru Hub,South,Karnataka,Customer_146,Retail,West
4827,2025-08-27,2,18,2.9,2.9,Delivered,327.66,201.78,111.83,89.95,44.58,1,2025-08-29,Bengaluru Hub,South,Karnataka,Customer_018,E-commerce,South
4828,2026-03-26,7,146,3.8,3.8,Delivered,2792.89,880.75,575.4,305.35,34.67,1,2026-03-29,Kolkata Hub,East,West Bengal,Customer_146,Retail,West
4829,2026-05-04,2,125,4.0,4.0,Delivered,1342.16,833.59,543.72,289.87,34.77,1,2026-05-08,Bengaluru Hub,South,Karnataka,Customer_125,Retail,West
4830,2025-08-27,8,2,2.6,2.6,Delivered,1901.37,906.07,668.33,237.74,26.24,1,2025-08-29,Ahmedabad Hub,West,Gujarat,Customer_002,Enterprise,South
4831,2026-04-14,8,76,4.2,4.2,Delivered,2230.41,850.94,529.82,321.12,37.74,1,2026-04-18,Ahmedabad Hub,West,Gujarat,Customer_076,Wholesale,South
4832,2025-10-13,2,138,1.8,1.8,Delivered,572.06,121.72,67.4,54.32,44.63,1,2025-10-14,Bengaluru Hub,South,Karnataka,Customer_138,Wholesale,West
4833,2026-02-13,7,142,3.8,3.8,Delivered,2577.89,345.76,196.62,149.14,43.13,1,2026-02-16,Kolkata Hub,East,West Bengal,Customer_142,Retail,South
4834,2026-03-04,2,26,3.8,3.8,Delivered,5070.62,1020.06,796.57,223.49,21.91,1,2026-03-07,Bengaluru Hub,South,Karnataka,Customer_026,Wholesale,South
4835,2026-01-04,6,47,3.1,3.1,Delivered,1374.28,645.62,503.3,142.32,22.04,1,2026-01-07,Pune Hub,West,Maharashtra,Customer_047,Retail,North
4836,2025-09-21,7,30,3.3,3.3,Delivered,2003.71,256.15,157.3,98.85,38.59,1,2025-09-24,Kolkata Hub,East,West Bengal,Customer_030,Retail,South
4837,2026-01-02,4,56,2.9,2.9,Delivered,2091.5,1044.99,819.27,225.72,21.6,1,2026-01-04,Mumbai Hub,West,Maharashtra,Customer_056,Enterprise,South
4838,2026-03-09,1,119,2.6,3.2,Returned,484.63,791.31,789.66,1.65,0.21,0,2026-03-12,Hyderabad Hub,South,Telangana,Customer_119,Enterprise,West
4839,2026-06-20,6,132,3.2,5.3,Delayed,3304.03,724.75,581.44,143.31,19.77,0,2026-06-25,Pune Hub,West,Maharashtra,Customer_132,Retail,South
4840,2026-02-23,8,139,2.6,2.6,Delivered,459.09,563.95,344.67,219.28,38.88,1,2026-02-25,Ahmedabad Hub,West,Gujarat,Customer_139,E-commerce,South
4841,2026-06-25,6,130,4.5,4.5,Delivered,2247.41,388.68,225.27,163.41,42.04,1,2026-06-29,Pune Hub,West,Maharashtra,Customer_130,E-commerce,North
4842,2025-12-31,5,140,1.0,1.0,Delivered,1574.63,711.62,421.23,290.39,40.81,1,2026-01-01,Delhi Hub,North,Delhi,Customer_140,Enterprise,West
4843,2026-04-10,7,21,3.1,3.1,Delivered,2450.9,847.57,508.07,339.5,40.06,1,2026-04-13,Kolkata Hub,East,West Bengal,Customer_021,E-commerce,North
4844,2026-01-26,8,68,1.1,1.1,Delivered,534.77,549.39,413.02,136.37,24.82,1,2026-01-27,Ahmedabad Hub,West,Gujarat,Customer_068,Wholesale,North
4845,2026-04-30,1,126,2.0,2.0,Delivered,1121.18,612.18,385.8,226.38,36.98,1,2026-05-02,Hyderabad Hub,South,Telangana,Customer_126,E-commerce,West
4846,2026-04-22,2,43,2.6,2.6,Delivered,302.76,335.3,241.25,94.05,28.05,1,2026-04-24,Bengaluru Hub,South,Karnataka,Customer_043,Retail,East
4847,2025-10-05,1,100,4.7,4.7,Delivered,1062.84,278.14,206.41,71.73,25.79,1,2025-10-09,Hyderabad Hub,South,Telangana,Customer_100,Retail,East
4848,2026-01-24,4,123,4.5,4.5,Delivered,1044.47,800.39,526.97,273.42,34.16,1,2026-01-28,Mumbai Hub,West,Maharashtra,Customer_123,Retail,East
4849,2025-11-14,3,93,3.3,7.1,Delayed,1357.59,573.35,436.78,136.57,23.82,0,2025-11-21,Chennai Hub,South,Tamil Nadu,Customer_093,Wholesale,East
4850,2025-12-31,6,140,3.3,7.5,Delayed,3175.9,779.07,604.58,174.49,22.4,0,2026-01-07,Pune Hub,West,Maharashtra,Customer_140,Enterprise,West
4851,2025-09-14,7,129,4.3,4.3,Delivered,2608.46,772.39,450.72,321.67,41.65,1,2025-09-18,Kolkata Hub,East,West Bengal,Customer_129,Retail,North
4852,2026-04-13,7,116,4.4,4.4,Delivered,186.31,612.63,461.84,150.79,24.61,1,2026-04-17,Kolkata Hub,East,West Bengal,Customer_116,Enterprise,North
4853,2025-11-19,1,115,2.6,7.2,Delayed,1149.16,302.22,261.35,40.87,13.52,0,2025-11-26,Hyderabad Hub,South,Telangana,Customer_115,E-commerce,East
4854,2026-02-22,5,142,3.9,8.5,Delayed,562.08,386.97,349.07,37.9,9.79,0,2026-03-02,Delhi Hub,North,Delhi,Customer_142,Retail,South
4855,2025-07-25,8,119,2.1,2.1,Delivered,308.47,1193.37,898.56,294.81,24.7,1,2025-07-27,Ahmedabad Hub,West,Gujarat,Customer_119,Enterprise,West
4856,2026-04-16,4,93,2.8,4.6,Delayed,1503.18,685.74,609.17,76.57,11.17,0,2026-04-20,Mumbai Hub,West,Maharashtra,Customer_093,Wholesale,East
4857,2025-09-05,3,142,3.9,3.9,Delivered,881.46,460.09,296.5,163.59,35.56,1,2025-09-08,Chennai Hub,South,Tamil Nadu,Customer_142,Retail,South
4858,2026-03-07,4,9,2.5,2.5,Delivered,2914.47,815.66,549.87,265.79,32.59,1,2026-03-09,Mumbai Hub,West,Maharashtra,Customer_009,E-commerce,South
4859,2025-10-26,7,73,2.8,2.8,Delivered,2615.14,623.37,371.91,251.46,40.34,1,2025-10-28,Kolkata Hub,East,West Bengal,Customer_073,Retail,South
4860,2025-09-11,2,26,1.4,1.4,Delivered,1661.69,246.54,177.11,69.43,28.16,1,2025-09-12,Bengaluru Hub,South,Karnataka,Customer_026,Wholesale,South
4861,2026-04-08,3,106,3.7,3.7,Delivered,2002.38,684.98,519.68,165.3,24.13,1,2026-04-11,Chennai Hub,South,Tamil Nadu,Customer_106,Retail,West
4862,2026-06-25,8,145,2.2,2.2,Delivered,4116.12,956.45,692.75,263.7,27.57,1,2026-06-27,Ahmedabad Hub,West,Gujarat,Customer_145,Retail,South
